quick_name,quick_slug,quick_url,quick_address,quick_address_line1,quick_postal_code,quick_city,quick_phone,quick_latitude,quick_longitude,quick_halal_status,quick_halal_certifier,quick_halal_evidence,top_halal_restaurant_id,top_halal_legacy_wp_id,top_halal_name,top_halal_address_line1,top_halal_postal_code,top_halal_city,top_halal_phone,top_halal_latitude,top_halal_longitude,match_status,match_score,differences,proposed_actions,checked_at
"Quick Blagnac",blagnac,https://www.quick.fr/restaurants/blagnac,"ZAC du grand Noble, 62 rue Roland Garros, 31700 BLAGNAC","ZAC du grand Noble 62 rue Roland Garros",31700,BLAGNAC,,43.644477990198,1.3667193730307,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Faches Thumesnil",faches-thumesnil,https://www.quick.fr/restaurants/faches-thumesnil,"Zone commerciale Auchan, rue des Fourmestraux, 59155 Faches-Thumesnil","Zone commerciale Auchan rue des Fourmestraux",59155,Faches-Thumesnil,,50.580546453557,3.0834783371075,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Toulouse Jean Jaurès",toulouse-jean-jaures,https://www.quick.fr/restaurants/toulouse-jean-jaures,"22 allée Jean Jaurès, 31000 TOULOUSE","22 allée Jean Jaurès",31000,TOULOUSE,,43.605783639127,1.4494669414477,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",6820,20294,Istanbul,"46 Boulevard Lazare Carnot",31000,Toulouse,,43.6045938,1.4501676,MISSING_TOP_HALAL,50,"name,address,coordinates",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Marseille Vieux Port",marseille-vieux-port,https://www.quick.fr/restaurants/marseille-vieux-port,"31 Quai des Belges, 13001 MARSEILLE","31 Quai des Belges",13001,MARSEILLE,,43.295082092285,5.3743629455566,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",3604,17064,"Best Food","Rue de bir-hakeim",13001,Marseille,,43.2967997,5.3761584,MISSING_TOP_HALAL,50,"name,address,coordinates",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Chambray les Tours",chambray-les-tours,https://www.quick.fr/restaurants/chambray-les-tours,"150 Avenue Grand Sud, 37170 Chambray les Tours","150 Avenue Grand Sud",37170,"Chambray les Tours",,47.335315704346,0.70513826608658,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Bry sur Marne",bry-sur-marne,https://www.quick.fr/restaurants/bry-sur-marne,"CC les Armoiries Shopping Center, 19, Boulevard Jean Monet, 94360 Bry sur Marne","CC les Armoiries Shopping Center 19, Boulevard Jean Monet",94360,"Bry sur Marne",,48.830303192139,2.5306444168091,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",1122,14577,Deeg's,"19 Boulevard Jean Monnet",94360,Bry-sur-Marne,,48.8303398,2.5314675,MISSING_TOP_HALAL,55,"name,address",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Les Ulis",les-ulis,https://www.quick.fr/restaurants/les-ulis,"Avenue de l'Aubrac, Centre Commercial Les Ulis 2, 91940 Les Ulis","Avenue de l'Aubrac Centre Commercial Les Ulis 2",91940,"Les Ulis",,48.675796168608,2.1730677301078,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Montélimar",montelimar,https://www.quick.fr/restaurants/montelimar,"6, rue Jacques Giraud, 26200 Montélimar","6, rue Jacques Giraud",26200,Montélimar,,44.524333953857,4.7435393333435,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Carcassonne",carcassonne,https://www.quick.fr/restaurants/carcassonne,"Planeto Nord - ZAC de Salvaza, 11000 CARCASSONNE","Planeto Nord - ZAC de Salvaza",11000,CARCASSONNE,,43.201579159151,2.3148644407645,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Aubagne Route de Gemenos",aubagne-route-de-gemenos,https://www.quick.fr/restaurants/aubagne-route-de-gemenos,"CENTRE COMMERCIAL AUCHAN, ROUTE DE GEMENOS, 13400 AUBAGNE","CENTRE COMMERCIAL AUCHAN ROUTE DE GEMENOS",13400,AUBAGNE,,43.293794,5.590894,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Marseille Route de Lyon",marseille-route-de-lyon,https://www.quick.fr/restaurants/marseille-route-de-lyon,"409 RUE DE LYON, 13015 MARSEILLE","409 RUE DE LYON",13015,MARSEILLE,,43.341172,5.360384,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",3591,17051,"quick hallal marseille saint louis","409 Rue de Lyon",13015,Marseille,"04 91 09 80 93",43.3411723,5.3603845,MATCH_PROBABLE,80,name,UPDATE_NAME,2026-09-07T19:21:59+02:00
"Quick Dijon Quetigny",dijon-quetigny,https://www.quick.fr/restaurants/dijon-quetigny,"Pôle Commercial du Grand Quetigny - 2 / 6 rue des Chalands, 2/6 RUE DES CHALANDS, 21800 QUETIGNY","Pôle Commercial du Grand Quetigny - 2 / 6 rue des Chalands 2/6 RUE DES CHALANDS",21800,QUETIGNY,,47.310794,5.100499,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Chalon-sur-Saône",chalon-sur-saone,https://www.quick.fr/restaurants/chalon-sur-saone,"Centre Commercial Intermarché , RUE DES POILUS D'ORIENT, 71000 CHALON-SUR-SAONE","Centre Commercial Intermarché  RUE DES POILUS D'ORIENT",71000,CHALON-SUR-SAONE,,46.795703,4.836127,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Dunkerque Saint-Pol",dunkerque-saint-pol,https://www.quick.fr/restaurants/dunkerque-saint-pol,"57 quai Wilson, 59430 Dunkerque","57 quai Wilson",59430,Dunkerque,,51.026580810547,2.356728553772,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Bordeaux Rives d'Arcins",bordeaux-rives-d-arcins,https://www.quick.fr/restaurants/bordeaux-rives-d-arcins,"9 rue André Bourvil, 33140 Villenave d'Ornon","9 rue André Bourvil",33140,"Villenave d'Ornon",,44.789627676753,-0.52955100307859,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Saint Quentin",saint-quentin,https://www.quick.fr/restaurants/saint-quentin,"rue des Marlettes, lieu-dit bois des roses, 02100 Fayet","rue des Marlettes lieu-dit bois des roses",02100,Fayet,,49.856381187627,3.2549659379248,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Le Kremlin-Bicêtre (OKB)",le-kremlin-bicetre-okb,https://www.quick.fr/restaurants/le-kremlin-bicetre-okb,"55 / 77 Avenue de Fontainebleau , 94270 Le Kremlin-Bicêtre","55 / 77 Avenue de Fontainebleau",94270,"Le Kremlin-Bicêtre",,48.811502043904,2.362159226652,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",2950,16409,"Le Constantinople","92 Avenue de Fontainebleau",94270,"Le Kremlin-Bicêtre",,48.8104032,2.3618321,MISSING_TOP_HALAL,50,"name,address,coordinates",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Les Mureaux",les-mureaux,https://www.quick.fr/restaurants/les-mureaux,"222 avenue Paul Raoult, 78130 Les Mureaux","222 avenue Paul Raoult",78130,"Les Mureaux",,48.98043,1.91205,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Beauvais Manoury",beauvais-manoury,https://www.quick.fr/restaurants/beauvais-manoury,"LIEU-DIT LES MANOURY, RUE DE CLERMONT RN31, 60000 BEAUVAIS","LIEU-DIT LES MANOURY RUE DE CLERMONT RN31",60000,BEAUVAIS,,49.430995,2.118229,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Belle Epine",belle-epine,https://www.quick.fr/restaurants/belle-epine,"Avenue du Luxembourg - Porte 2 , CC Belle Epine - Porte 2, 94531 THIAIS","Avenue du Luxembourg - Porte 2  CC Belle Epine - Porte 2",94531,THIAIS,,48.755249368007,2.3722348960949,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Brest",brest,https://www.quick.fr/restaurants/brest,"179 route de Gouesnou, ZI de Kergaradec , 29200 Brest","179 route de Gouesnou ZI de Kergaradec",29200,Brest,,48.417672755045,-4.467460747939,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Woippy",woippy,https://www.quick.fr/restaurants/woippy,"47 rue du Fort Gambetta, 57140 Woippy","47 rue du Fort Gambetta",57140,Woippy,,49.149816226416,6.1775259618967,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Bollène",bollene,https://www.quick.fr/restaurants/bollene,"170c avenue Jean Moulin, lieudit ""Bollène Nord Ecluse"", 84500 Bollene","170c avenue Jean Moulin lieudit ""Bollène Nord Ecluse""",84500,Bollene,,44.324448188717,4.7419874335432,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Val d'Europe",val-d-europe,https://www.quick.fr/restaurants/val-d-europe,"14 cours du Danube, CC Val d'Europe - , 77700 SERRIS","14 cours du Danube CC Val d'Europe -",77700,SERRIS,,48.854802243949,2.7832098790324,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Perpignan Polygone",perpignan-polygone,https://www.quick.fr/restaurants/perpignan-polygone,"Zone Commerciale Polygone, 1629 avenue du Languedoc, 66000 PERPIGNAN","Zone Commerciale Polygone 1629 avenue du Languedoc",66000,PERPIGNAN,,42.735885,2.890128,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Tours Nord",tours-nord,https://www.quick.fr/restaurants/tours-nord,"ZAC ESPACE TOURS, RUE ARTHUR RIMBAUD, 37000 TOURS","ZAC ESPACE TOURS RUE ARTHUR RIMBAUD",37000,TOURS,,47.430593546761,0.70686643221645,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Thionville",thionville,https://www.quick.fr/restaurants/thionville,"25 - 27 boucle du Ferronnier, ZAC du Linkling II, 57100 Commune de Thionville","25 - 27 boucle du Ferronnier ZAC du Linkling II",57100,"Commune de Thionville",,49.357280731201,6.1334018707275,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Massy",massy,https://www.quick.fr/restaurants/massy,"3, avenue du Bel Air, 91300 Massy","3, avenue du Bel Air",91300,Massy,,48.730697320632,2.3021903642358,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Nice Médecin",nice-medecin,https://www.quick.fr/restaurants/nice-medecin,"58 avenue Jean Médecin, 06000 NICE","58 avenue Jean Médecin",06000,NICE,,43.703235626221,7.2663469314575,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",7616,22163,"Fresh Burritos Nice","48 Avenue Jean Médecin",06000,Nice,"09 74 32 54 91",43.7036397,7.2663288,MISSING_TOP_HALAL,55,"name,address",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Saint Martin d'Hères",saint-martin-d-heres,https://www.quick.fr/restaurants/saint-martin-d-heres,"133 rue Gabriel Peri, 38400 Saint Martin d'Hères","133 rue Gabriel Peri",38400,"Saint Martin d'Hères",,45.185028,5.7650348,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Paris gare du nord",paris-gare-du-nord,https://www.quick.fr/restaurants/paris-gare-du-nord,"27 rue de Dunkerque, 75010 Paris","27 rue de Dunkerque",75010,Paris,,48.8799366,2.3540537,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",4717,18189,"Chicken Hot","91 Boulevard de Magenta",75010,Paris,,48.8777198,2.3543873,MISSING_TOP_HALAL,50,"name,address,coordinates",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Caen Mondeville",caen-mondeville,https://www.quick.fr/restaurants/caen-mondeville,"18 rue Aristide Boucicaut, ZA de l'Etoile, 14120 MONDEVILLE","18 rue Aristide Boucicaut ZA de l'Etoile",14120,MONDEVILLE,,49.163509368896,-0.30070433020592,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Les Clayes sous Bois",les-clayes-sous-bois,https://www.quick.fr/restaurants/les-clayes-sous-bois,"90 avenue Henri Barbusse, CC Alpha Park, 78340 Les Clayes sous Bois","90 avenue Henri Barbusse CC Alpha Park",78340,"Les Clayes sous Bois",,48.828673,1.9699298,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Montpellier Odysséum",montpellier-odysseum,https://www.quick.fr/restaurants/montpellier-odysseum,"2 place de Lisbonne, 34000 MONTPELLIER","2 place de Lisbonne",34000,MONTPELLIER,,43.603312864647,3.9178859778544,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Nantes Orvault",nantes-orvault,https://www.quick.fr/restaurants/nantes-orvault,"6 rue Aristide et Marguerite Boucicaut, 44700 ORVAULT","6 rue Aristide et Marguerite Boucicaut",44700,ORVAULT,,47.262563,-1.592579,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Nice Lingostière",nice-lingostiere,https://www.quick.fr/restaurants/nice-lingostiere,"606 zone commerciale de Lingostière, 06200 Nice","606 zone commerciale de Lingostière",06200,Nice,,43.71667,7.18333,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Angoulême CV",angouleme-cv,https://www.quick.fr/restaurants/angouleme-cv,"PLACE DE L'HOTEL DE VILLE, 16000 ANGOULEME","PLACE DE L'HOTEL DE VILLE",16000,ANGOULEME,,45.648999,0.156581,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",233,13685,"Tandoori Grill","35 Rue de Geneve",16000,Angoulême,,45.6501715,0.1561696,MISSING_TOP_HALAL,50,"name,address,coordinates",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Niort Mendès-France",niort-mendes-france,https://www.quick.fr/restaurants/niort-mendes-france,"ESPACE MENDES FRANCE 2, AVENUE DE PARIS - RN 11, 79000 NIORT","ESPACE MENDES FRANCE 2 AVENUE DE PARIS - RN 11",79000,NIORT,,46.338966892018,-0.40614502669521,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Creil",creil,https://www.quick.fr/restaurants/creil,"CC ROUTE NATIONALE 16, RUE DE LA REVOLUTION FRANCAISE, 60740 SAINT-MAXIMIN","CC ROUTE NATIONALE 16 RUE DE LA REVOLUTION FRANCAISE",60740,SAINT-MAXIMIN,,49.235363,2.463047,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Margencel - Thonon",margencel-thonon,https://www.quick.fr/restaurants/margencel-thonon,"7 rue de la Résidence - commune de Margencel, 74200 MARGENCEL","7 rue de la Résidence - commune de Margencel",74200,MARGENCEL,,46.34336,6.41431,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Belfort",belfort,https://www.quick.fr/restaurants/belfort,"12/14 route de Montbéliard, 90400 BOTANS","12/14 route de Montbéliard",90400,BOTANS,,47.59749,6.85874,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Mougins",mougins,https://www.quick.fr/restaurants/mougins,"1 chemin de Font Graissan, 06250 Mougins","1 chemin de Font Graissan",06250,Mougins,,43.583854,7.00987,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Amiens Nord",amiens-nord,https://www.quick.fr/restaurants/amiens-nord,"150 avenue de l'Europe, 80080 Amiens","150 avenue de l'Europe",80080,Amiens,,49.9230019,2.30678273,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Lorient Lanester",lorient-lanester,https://www.quick.fr/restaurants/lorient-lanester,"rue Michael Faraday, 56600 LANESTER","rue Michael Faraday",56600,LANESTER,,47.7787645,-3.34202673,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Vélizy",velizy,https://www.quick.fr/restaurants/velizy,"2 avenue de l'Europe, 78140 VELIZY-VILLACOUBLAY","2 avenue de l'Europe",78140,VELIZY-VILLACOUBLAY,,48.7811895,2.2194859,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Calais",calais,https://www.quick.fr/restaurants/calais,"20 chemin Vert, 62100 Calais","20 chemin Vert",62100,Calais,,50.9420939,1.8375244,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Villeneuve-Saint-Georges",villeneuve-saint-georges,https://www.quick.fr/restaurants/villeneuve-saint-georges,"1 IMPASSE SAINT GEORGES, 94190 VILLENEUVE-SAINT-GEORGES","1 IMPASSE SAINT GEORGES",94190,VILLENEUVE-SAINT-GEORGES,,48.724498,2.444414,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",7282,20756,"quick halal villeneuve saint georges","1 Impasse Saint-georges",94190,Villeneuve-Saint-Georges,"01 43 82 02 88",48.7244704,2.4443487,MATCH_EXACT,125,,,2026-09-07T19:21:59+02:00
"Quick Merignac",merignac,https://www.quick.fr/restaurants/merignac,"232 Avenue de la Marne, 33700 MERIGNAC","232 Avenue de la Marne",33700,MERIGNAC,,44.8323097229,-0.6422404050827,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Boulogne Marcel Sembat",boulogne-marcel-sembat,https://www.quick.fr/restaurants/boulogne-marcel-sembat,"4 avenue du Général Leclerc, 92100 Boulogne-Billancourt","4 avenue du Général Leclerc",92100,Boulogne-Billancourt,,48.833769913658,2.2425971964623,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",950,14405,"L'Everest Bodrum","24 Avenue du Général Leclerc",92100,Boulogne-Billancourt,,48.8331650,2.2412954,MISSING_TOP_HALAL,50,"name,address,coordinates",CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Aubière",aubiere,https://www.quick.fr/restaurants/aubiere,"29 AVENUE DU ROUSSILLON, 63170 AUBIERE","29 AVENUE DU ROUSSILLON",63170,AUBIERE,,45.75218,3.132753,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Blois",blois,https://www.quick.fr/restaurants/blois,"137 AVENUE DE CHATEAUDUN, 41000 BLOIS","137 AVENUE DE CHATEAUDUN",41000,BLOIS,,47.6078869,1.3277634,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Geispolsheim",geispolsheim,https://www.quick.fr/restaurants/geispolsheim,"CENTRE COMMERCIAL LA VIGIE, RUE DU 23 NOVEMBRE, 67118 GEISPOLSHEIM","CENTRE COMMERCIAL LA VIGIE RUE DU 23 NOVEMBRE",67118,GEISPOLSHEIM,,48.531979625812,7.6919924390984,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Aix Ouest",aix-ouest,https://www.quick.fr/restaurants/aix-ouest,"ZAC des 2 Ormes Route de Berre,, 13090 AIX-EN-PROVENCE","ZAC des 2 Ormes Route de Berre,",13090,AIX-EN-PROVENCE,,43.534559,5.41073,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Agen",agen,https://www.quick.fr/restaurants/agen,"5 allée de Lacapelette, 47551 Boé","5 allée de Lacapelette",47551,Boé,,44.17807,0.6316,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Lomme",lomme,https://www.quick.fr/restaurants/lomme,"rue des fusillés, 59160 Ennetières-en-Weppes","rue des fusillés",59160,Ennetières-en-Weppes,,50.637676695262,2.9684287423852,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Forbach",forbach,https://www.quick.fr/restaurants/forbach,"317 RUE NATIONALE, 57600 FORBACH","317 RUE NATIONALE",57600,FORBACH,,49.1760075,6.88089023,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Etrembières",etrembieres,https://www.quick.fr/restaurants/etrembieres,"360 rue de l'Industrie, 74100 Etrembières","360 rue de l'Industrie",74100,Etrembières,,46.1822222,6.2311111111111,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Evreux",evreux,https://www.quick.fr/restaurants/evreux,"71 A rue Clément Ader, 27000 Evreux","71 A rue Clément Ader",27000,Evreux,,49.0149631,1.1798552,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Nantes Beaulieu",nantes-beaulieu,https://www.quick.fr/restaurants/nantes-beaulieu,"CC Beaulieu, 6 rue du Docteur Zamenhoff, 44200 Nantes","CC Beaulieu 6 rue du Docteur Zamenhoff",44200,Nantes,,47.20568,-1.53449,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",,,,,,,,,,MISSING_TOP_HALAL,0,,CREATE_RESTAURANT,2026-09-07T19:21:59+02:00
"Quick Argenteuil",argenteuil,https://www.quick.fr/restaurants/argenteuil,"28 Avenue Gabriel Péri, 95100 ARGENTEUIL","28 Avenue Gabriel Péri",95100,ARGENTEUIL,,48.944185,2.251369,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",328,13780,"quick halal Argenteuil","28 Avenue Gabriel Péri",95100,Argenteuil,"01 30 76 81 42",48.9441204,2.2513757,MATCH_EXACT,125,,,2026-09-07T19:21:59+02:00
"Quick Dammarie-les-Lys",dammarie-les-lys,https://www.quick.fr/restaurants/dammarie-les-lys,"824 AVENUE DU LYS, 77190 DAMMARIE-LES-LYS","824 AVENUE DU LYS",77190,DAMMARIE-LES-LYS,,48.516065,2.624558,halal_confirmed,,"Quick embedded dataset: halal=Oui; certifHalal=Oui",1931,15390,"quick halal dammarie les lys","824 avenue du Lys",77190,Dammarie-les-Lys,"01 60 63 20 32",48.5182194,2.6242045,MATCH_UPDATE,120,coordinates,UPDATE_COORDINATES,2026-09-07T19:21:59+02:00
